YEAR,REGION,SPECIES,BIOMASS,Source
2008,sGoSL,Spiny dogfish,40.73,q corrected biomass
2009,sGoSL,Spiny dogfish,65.34,q corrected biomass
1971,sGoSL,Thorny skate,6934.7,q corrected biomass
1972,sGoSL,Thorny skate,5066.17,q corrected biomass
1973,sGoSL,Thorny skate,8761.57,q corrected biomass
1974,sGoSL,Thorny skate,7005.31,q corrected biomass
1975,sGoSL,Thorny skate,4546.9,q corrected biomass
1976,sGoSL,Thorny skate,2993.45,q corrected biomass
1977,sGoSL,Thorny skate,7214.47,q corrected biomass
1978,sGoSL,Thorny skate,1818.12,q corrected biomass
1979,sGoSL,Thorny skate,4888.24,q corrected biomass
1980,sGoSL,Thorny skate,5341.59,q corrected biomass
1981,sGoSL,Thorny skate,3624.02,q corrected biomass
1982,sGoSL,Thorny skate,4220.21,q corrected biomass
1983,sGoSL,Thorny skate,3574.62,q corrected biomass
1984,sGoSL,Thorny skate,1760.06,q corrected biomass
1985,sGoSL,Thorny skate,2401.25,q corrected biomass
1986,sGoSL,Thorny skate,3814,q corrected biomass
1987,sGoSL,Thorny skate,3348.79,q corrected biomass
1988,sGoSL,Thorny skate,4215.81,q corrected biomass
1989,sGoSL,Thorny skate,2738.51,q corrected biomass
1990,sGoSL,Thorny skate,4448.74,q corrected biomass
1991,sGoSL,Thorny skate,3525.36,q corrected biomass
1992,sGoSL,Thorny skate,3445.02,q corrected biomass
1993,sGoSL,Thorny skate,2836.08,q corrected biomass
1994,sGoSL,Thorny skate,3870.21,q corrected biomass
1995,sGoSL,Thorny skate,2542.3,q corrected biomass
1996,sGoSL,Thorny skate,3203.89,q corrected biomass
1997,sGoSL,Thorny skate,2501.6,q corrected biomass
1998,sGoSL,Thorny skate,3183.47,q corrected biomass
1999,sGoSL,Thorny skate,1851.75,q corrected biomass
2000,sGoSL,Thorny skate,1734.12,q corrected biomass
2001,sGoSL,Thorny skate,1493.29,q corrected biomass
2002,sGoSL,Thorny skate,1488.82,q corrected biomass
2003,sGoSL,Thorny skate,681.73,q corrected biomass
2004,sGoSL,Thorny skate,751.24,q corrected biomass
2005,sGoSL,Thorny skate,1288.89,q corrected biomass
2006,sGoSL,Thorny skate,1101.65,q corrected biomass
2007,sGoSL,Thorny skate,746.71,q corrected biomass
2008,sGoSL,Thorny skate,1336.58,q corrected biomass
2009,sGoSL,Thorny skate,1755.24,q corrected biomass
1972,sGoSL,Threespine stickleback,35.86,q corrected biomass
1974,sGoSL,Threespine stickleback,237.28,q corrected biomass
1981,sGoSL,Threespine stickleback,3.08,q corrected biomass
1983,sGoSL,Threespine stickleback,2.25,q corrected biomass
1985,sGoSL,Threespine stickleback,21.4,q corrected biomass
1986,sGoSL,Threespine stickleback,316.56,q corrected biomass
1987,sGoSL,Threespine stickleback,107.05,q corrected biomass
1988,sGoSL,Threespine stickleback,154.51,q corrected biomass
1989,sGoSL,Threespine stickleback,15.47,q corrected biomass
1990,sGoSL,Threespine stickleback,165.39,q corrected biomass
1991,sGoSL,Threespine stickleback,664.34,q corrected biomass
1992,sGoSL,Threespine stickleback,86.85,q corrected biomass
1993,sGoSL,Threespine stickleback,468.49,q corrected biomass
1994,sGoSL,Threespine stickleback,93.99,q corrected biomass
1995,sGoSL,Threespine stickleback,1027.82,q corrected biomass
1996,sGoSL,Threespine stickleback,639.39,q corrected biomass
1997,sGoSL,Threespine stickleback,2827.93,q corrected biomass
1998,sGoSL,Threespine stickleback,1788.85,q corrected biomass
1999,sGoSL,Threespine stickleback,2699.59,q corrected biomass
2000,sGoSL,Threespine stickleback,1007.86,q corrected biomass
2001,sGoSL,Threespine stickleback,1471.15,q corrected biomass
2002,sGoSL,Threespine stickleback,1505.34,q corrected biomass
2003,sGoSL,Threespine stickleback,992.3,q corrected biomass
2004,sGoSL,Threespine stickleback,1178.73,q corrected biomass
2005,sGoSL,Threespine stickleback,2842.73,q corrected biomass
2006,sGoSL,Threespine stickleback,591.4,q corrected biomass
2007,sGoSL,Threespine stickleback,457.3,q corrected biomass
2008,sGoSL,Threespine stickleback,2777.78,q corrected biomass
2009,sGoSL,Threespine stickleback,199.06,q corrected biomass
1980,sGoSL,Toad crabs (NS),315.89,Minimum swept area
1981,sGoSL,Toad crabs (NS),365.52,Minimum swept area
1982,sGoSL,Toad crabs (NS),23.87,Minimum swept area
1983,sGoSL,Toad crabs (NS),747.98,Minimum swept area
1984,sGoSL,Toad crabs (NS),174.95,Minimum swept area
1985,sGoSL,Toad crabs (NS),559.94,Minimum swept area
1986,sGoSL,Toad crabs (NS),2042.48,Minimum swept area
1987,sGoSL,Toad crabs (NS),2030.92,Minimum swept area
1988,sGoSL,Toad crabs (NS),2443.89,Minimum swept area
1989,sGoSL,Toad crabs (NS),2583.17,Minimum swept area
1990,sGoSL,Toad crabs (NS),4663.71,Minimum swept area
1991,sGoSL,Toad crabs (NS),2939.36,Minimum swept area
1992,sGoSL,Toad crabs (NS),1108.84,Minimum swept area
1993,sGoSL,Toad crabs (NS),2103.37,Minimum swept area
1994,sGoSL,Toad crabs (NS),1753.91,Minimum swept area
1995,sGoSL,Toad crabs (NS),2152.59,Minimum swept area
1996,sGoSL,Toad crabs (NS),1126.83,Minimum swept area
1997,sGoSL,Toad crabs (NS),1422.25,Minimum swept area
1998,sGoSL,Toad crabs (NS),1338.79,Minimum swept area
1999,sGoSL,Toad crabs (NS),1069.23,Minimum swept area
2000,sGoSL,Toad crabs (NS),1252.92,Minimum swept area
2001,sGoSL,Toad crabs (NS),880.8,Minimum swept area
2002,sGoSL,Toad crabs (NS),816.08,Minimum swept area
2003,sGoSL,Toad crabs (NS),788.33,Minimum swept area
2004,sGoSL,Toad crabs (NS),944.01,Minimum swept area
2005,sGoSL,Toad crabs (NS),955.4,Minimum swept area
2006,sGoSL,Toad crabs (NS),1239.99,Minimum swept area
2007,sGoSL,Toad crabs (NS),1294.5,Minimum swept area
2008,sGoSL,Toad crabs (NS),1622.74,Minimum swept area
2009,sGoSL,Toad crabs (NS),1160.5,Minimum swept area
1971,sGoSL,White hake,4552.38,q corrected biomass
1972,sGoSL,White hake,4937.38,q corrected biomass
1973,sGoSL,White hake,12869.99,q corrected biomass
1974,sGoSL,White hake,22319.43,q corrected biomass
1975,sGoSL,White hake,11477.78,q corrected biomass
1976,sGoSL,White hake,9711.82,q corrected biomass
1977,sGoSL,White hake,7265.4,q corrected biomass
1978,sGoSL,White hake,16488.03,q corrected biomass
1979,sGoSL,White hake,16402.74,q corrected biomass
1980,sGoSL,White hake,16526.63,q corrected biomass
1981,sGoSL,White hake,28626.65,q corrected biomass
1982,sGoSL,White hake,8669.33,q corrected biomass
1983,sGoSL,White hake,7125.19,q corrected biomass
1984,sGoSL,White hake,11735.7,q corrected biomass
1985,sGoSL,White hake,19911.78,q corrected biomass
1986,sGoSL,White hake,27193.29,q corrected biomass
1987,sGoSL,White hake,13485.93,q corrected biomass
1988,sGoSL,White hake,16690.42,q corrected biomass
1989,sGoSL,White hake,15279.21,q corrected biomass
1990,sGoSL,White hake,14997.66,q corrected biomass
1991,sGoSL,White hake,17122.27,q corrected biomass
1992,sGoSL,White hake,10251.58,q corrected biomass
1993,sGoSL,White hake,6631.08,q corrected biomass
1994,sGoSL,White hake,5791.77,q corrected biomass
1995,sGoSL,White hake,3236.13,q corrected biomass
1996,sGoSL,White hake,4397.42,q corrected biomass
1997,sGoSL,White hake,4303.09,q corrected biomass
1998,sGoSL,White hake,4545.23,q corrected biomass
1999,sGoSL,White hake,5984.27,q corrected biomass
2000,sGoSL,White hake,12091.55,q corrected biomass
2001,sGoSL,White hake,5213.18,q corrected biomass
2002,sGoSL,White hake,4168.79,q corrected biomass
2003,sGoSL,White hake,3728.55,q corrected biomass
2004,sGoSL,White hake,2715.41,q corrected biomass
2005,sGoSL,White hake,6356.63,q corrected biomass
2006,sGoSL,White hake,2430.97,q corrected biomass
2007,sGoSL,White hake,13190.81,q corrected biomass
2008,sGoSL,White hake,5094.81,q corrected biomass
2009,sGoSL,White hake,5371.16,q corrected biomass
1974,sGoSL,Windowpane,69.81,q corrected biomass
1976,sGoSL,Windowpane,171.09,q corrected biomass
1977,sGoSL,Windowpane,728.27,q corrected biomass
1978,sGoSL,Windowpane,198.79,q corrected biomass
1979,sGoSL,Windowpane,793.65,q corrected biomass
1980,sGoSL,Windowpane,130.3,q corrected biomass
1981,sGoSL,Windowpane,209.67,q corrected biomass
1982,sGoSL,Windowpane,996.3,q corrected biomass
1984,sGoSL,Windowpane,128.11,q corrected biomass
1985,sGoSL,Windowpane,646.99,q corrected biomass
1986,sGoSL,Windowpane,1318.48,q corrected biomass
1987,sGoSL,Windowpane,66.53,q corrected biomass
1988,sGoSL,Windowpane,180.24,q corrected biomass
1989,sGoSL,Windowpane,893.6,q corrected biomass
1990,sGoSL,Windowpane,156.23,q corrected biomass
1991,sGoSL,Windowpane,595.22,q corrected biomass
1992,sGoSL,Windowpane,190.91,q corrected biomass
1993,sGoSL,Windowpane,615.47,q corrected biomass
1994,sGoSL,Windowpane,335.87,q corrected biomass
1995,sGoSL,Windowpane,1148.26,q corrected biomass
1996,sGoSL,Windowpane,959.8,q corrected biomass
1997,sGoSL,Windowpane,414.26,q corrected biomass
1998,sGoSL,Windowpane,461.69,q corrected biomass
1999,sGoSL,Windowpane,192.1,q corrected biomass
2000,sGoSL,Windowpane,698.68,q corrected biomass
2001,sGoSL,Windowpane,110.33,q corrected biomass
2002,sGoSL,Windowpane,140.33,q corrected biomass
2003,sGoSL,Windowpane,1459.85,q corrected biomass
2004,sGoSL,Windowpane,130.89,q corrected biomass
2005,sGoSL,Windowpane,47.33,q corrected biomass
2006,sGoSL,Windowpane,110.29,q corrected biomass
2007,sGoSL,Windowpane,293.89,q corrected biomass
2008,sGoSL,Windowpane,43.72,q corrected biomass
2009,sGoSL,Windowpane,187.05,q corrected biomass
1971,sGoSL,Winter flounder,51403.84,q corrected biomass
1972,sGoSL,Winter flounder,61497.35,q corrected biomass
1973,sGoSL,Winter flounder,53765.97,q corrected biomass
1974,sGoSL,Winter flounder,215969.86,q corrected biomass
1975,sGoSL,Winter flounder,94297.67,q corrected biomass
1976,sGoSL,Winter flounder,408231.98,q corrected biomass
1977,sGoSL,Winter flounder,55617.57,q corrected biomass
1978,sGoSL,Winter flounder,130847,q corrected biomass
1979,sGoSL,Winter flounder,76485.96,q corrected biomass
1980,sGoSL,Winter flounder,151362.9,q corrected biomass
1981,sGoSL,Winter flounder,141376.36,q corrected biomass
1982,sGoSL,Winter flounder,101144.4,q corrected biomass
1983,sGoSL,Winter flounder,168422.15,q corrected biomass
1984,sGoSL,Winter flounder,41775.62,q corrected biomass
1985,sGoSL,Winter flounder,58912.31,q corrected biomass
1986,sGoSL,Winter flounder,93590.88,q corrected biomass
1987,sGoSL,Winter flounder,43288.58,q corrected biomass
1988,sGoSL,Winter flounder,74153.82,q corrected biomass
1989,sGoSL,Winter flounder,102916.62,q corrected biomass
1990,sGoSL,Winter flounder,121855.84,q corrected biomass
1991,sGoSL,Winter flounder,77282.88,q corrected biomass
1992,sGoSL,Winter flounder,101252.92,q corrected biomass
1993,sGoSL,Winter flounder,61113.62,q corrected biomass
1994,sGoSL,Winter flounder,45731.62,q corrected biomass
1995,sGoSL,Winter flounder,99589.16,q corrected biomass
1996,sGoSL,Winter flounder,61773.07,q corrected biomass
1997,sGoSL,Winter flounder,59939.68,q corrected biomass
1998,sGoSL,Winter flounder,46137.58,q corrected biomass
1999,sGoSL,Winter flounder,71442.38,q corrected biomass
2000,sGoSL,Winter flounder,88113.63,q corrected biomass
2001,sGoSL,Winter flounder,61388.5,q corrected biomass
2002,sGoSL,Winter flounder,95248.99,q corrected biomass
2003,sGoSL,Winter flounder,60938.27,q corrected biomass
2004,sGoSL,Winter flounder,62587.41,q corrected biomass
2005,sGoSL,Winter flounder,89608.77,q corrected biomass
2006,sGoSL,Winter flounder,54681.03,q corrected biomass
2007,sGoSL,Winter flounder,50383.07,q corrected biomass
2008,sGoSL,Winter flounder,41894.92,q corrected biomass
2009,sGoSL,Winter flounder,74499.7,q corrected biomass
1971,sGoSL,Winter skate,1405.54,q corrected biomass
1972,sGoSL,Winter skate,796.87,q corrected biomass
1973,sGoSL,Winter skate,1437.03,q corrected biomass
1974,sGoSL,Winter skate,910.49,q corrected biomass
1975,sGoSL,Winter skate,1571.79,q corrected biomass
1976,sGoSL,Winter skate,1607.32,q corrected biomass
1977,sGoSL,Winter skate,459.84,q corrected biomass
1978,sGoSL,Winter skate,2135.39,q corrected biomass
1979,sGoSL,Winter skate,1273.2,q corrected biomass
1980,sGoSL,Winter skate,1515.55,q corrected biomass
1981,sGoSL,Winter skate,869.62,q corrected biomass
1982,sGoSL,Winter skate,1457.64,q corrected biomass
1983,sGoSL,Winter skate,838.55,q corrected biomass
1984,sGoSL,Winter skate,530.9,q corrected biomass
1985,sGoSL,Winter skate,712.75,q corrected biomass
1986,sGoSL,Winter skate,1045.03,q corrected biomass
1987,sGoSL,Winter skate,590.49,q corrected biomass
1988,sGoSL,Winter skate,720.05,q corrected biomass
1989,sGoSL,Winter skate,518.09,q corrected biomass
1990,sGoSL,Winter skate,260.12,q corrected biomass
1991,sGoSL,Winter skate,381.22,q corrected biomass
1992,sGoSL,Winter skate,264.36,q corrected biomass
1993,sGoSL,Winter skate,401.31,q corrected biomass
1994,sGoSL,Winter skate,67.9,q corrected biomass
1995,sGoSL,Winter skate,129.93,q corrected biomass
1996,sGoSL,Winter skate,177.35,q corrected biomass
1997,sGoSL,Winter skate,195.71,q corrected biomass
1998,sGoSL,Winter skate,112.64,q corrected biomass
1999,sGoSL,Winter skate,74.21,q corrected biomass
2000,sGoSL,Winter skate,192.23,q corrected biomass
2001,sGoSL,Winter skate,160.2,q corrected biomass
2002,sGoSL,Winter skate,80.4,q corrected biomass
2003,sGoSL,Winter skate,59.33,q corrected biomass
2004,sGoSL,Winter skate,38.47,q corrected biomass
2005,sGoSL,Winter skate,31.76,q corrected biomass
2006,sGoSL,Winter skate,71.17,q corrected biomass
2007,sGoSL,Winter skate,42.62,q corrected biomass
2008,sGoSL,Winter skate,63.31,q corrected biomass
2009,sGoSL,Winter skate,42.04,q corrected biomass
1971,sGoSL,Witch flounder,4175.92,q corrected biomass
1972,sGoSL,Witch flounder,2691.85,q corrected biomass
1973,sGoSL,Witch flounder,3243.52,q corrected biomass
1974,sGoSL,Witch flounder,3431.49,q corrected biomass
1975,sGoSL,Witch flounder,3254.82,q corrected biomass
1976,sGoSL,Witch flounder,3861.81,q corrected biomass
1977,sGoSL,Witch flounder,5319.53,q corrected biomass
1978,sGoSL,Witch flounder,2241.38,q corrected biomass
1979,sGoSL,Witch flounder,3471.1,q corrected biomass
1980,sGoSL,Witch flounder,2047.61,q corrected biomass
1981,sGoSL,Witch flounder,1424.86,q corrected biomass
1982,sGoSL,Witch flounder,1328.22,q corrected biomass
1983,sGoSL,Witch flounder,980.6,q corrected biomass
1984,sGoSL,Witch flounder,1051,q corrected biomass
1985,sGoSL,Witch flounder,1140.03,q corrected biomass
1986,sGoSL,Witch flounder,2959.92,q corrected biomass
1987,sGoSL,Witch flounder,2196.45,q corrected biomass
1988,sGoSL,Witch flounder,3360.81,q corrected biomass
1989,sGoSL,Witch flounder,2435.25,q corrected biomass
1990,sGoSL,Witch flounder,1939.46,q corrected biomass
1991,sGoSL,Witch flounder,1352.17,q corrected biomass
1992,sGoSL,Witch flounder,1013.11,q corrected biomass
1993,sGoSL,Witch flounder,2512.94,q corrected biomass
1994,sGoSL,Witch flounder,2633.33,q corrected biomass
1995,sGoSL,Witch flounder,2097.46,q corrected biomass
1996,sGoSL,Witch flounder,5239.29,q corrected biomass
1997,sGoSL,Witch flounder,1608.33,q corrected biomass
1998,sGoSL,Witch flounder,4138.61,q corrected biomass
1999,sGoSL,Witch flounder,6630.23,q corrected biomass
2000,sGoSL,Witch flounder,4424.35,q corrected biomass
2001,sGoSL,Witch flounder,3233.84,q corrected biomass
2002,sGoSL,Witch flounder,6341.52,q corrected biomass
2003,sGoSL,Witch flounder,1601.61,q corrected biomass
2004,sGoSL,Witch flounder,2303.03,q corrected biomass
2005,sGoSL,Witch flounder,3715.72,q corrected biomass
2006,sGoSL,Witch flounder,2968.01,q corrected biomass
2007,sGoSL,Witch flounder,1651.13,q corrected biomass
2008,sGoSL,Witch flounder,5217.03,q corrected biomass
2009,sGoSL,Witch flounder,3481.21,q corrected biomass
1971,sGoSL,Yellowtail flounder,7243,q corrected biomass
1972,sGoSL,Yellowtail flounder,8466.51,q corrected biomass
1973,sGoSL,Yellowtail flounder,11384.95,q corrected biomass
1974,sGoSL,Yellowtail flounder,17726.29,q corrected biomass
1975,sGoSL,Yellowtail flounder,9894.85,q corrected biomass
1976,sGoSL,Yellowtail flounder,9865.86,q corrected biomass
1977,sGoSL,Yellowtail flounder,36269.92,q corrected biomass
1978,sGoSL,Yellowtail flounder,20391.99,q corrected biomass
1979,sGoSL,Yellowtail flounder,30059.26,q corrected biomass
1980,sGoSL,Yellowtail flounder,33682.25,q corrected biomass
1981,sGoSL,Yellowtail flounder,53986.27,q corrected biomass
1982,sGoSL,Yellowtail flounder,27580.3,q corrected biomass
1983,sGoSL,Yellowtail flounder,33521.54,q corrected biomass
1984,sGoSL,Yellowtail flounder,7578.95,q corrected biomass
1985,sGoSL,Yellowtail flounder,24743.73,q corrected biomass
1986,sGoSL,Yellowtail flounder,36850.88,q corrected biomass
1987,sGoSL,Yellowtail flounder,23460.02,q corrected biomass
1988,sGoSL,Yellowtail flounder,35500.55,q corrected biomass
1989,sGoSL,Yellowtail flounder,19736.41,q corrected biomass
1990,sGoSL,Yellowtail flounder,28415.64,q corrected biomass
1991,sGoSL,Yellowtail flounder,34703.03,q corrected biomass
1992,sGoSL,Yellowtail flounder,25940.44,q corrected biomass
1993,sGoSL,Yellowtail flounder,40363.75,q corrected biomass
1994,sGoSL,Yellowtail flounder,27444.35,q corrected biomass
1995,sGoSL,Yellowtail flounder,40395.8,q corrected biomass
1996,sGoSL,Yellowtail flounder,28423.41,q corrected biomass
1997,sGoSL,Yellowtail flounder,20632.08,q corrected biomass
1998,sGoSL,Yellowtail flounder,23331.81,q corrected biomass
1999,sGoSL,Yellowtail flounder,36576.08,q corrected biomass
2000,sGoSL,Yellowtail flounder,34146.53,q corrected biomass
2001,sGoSL,Yellowtail flounder,35788.09,q corrected biomass
2002,sGoSL,Yellowtail flounder,25466.98,q corrected biomass
2003,sGoSL,Yellowtail flounder,17906.49,q corrected biomass
2004,sGoSL,Yellowtail flounder,35267.14,q corrected biomass
2005,sGoSL,Yellowtail flounder,26396.55,q corrected biomass
2006,sGoSL,Yellowtail flounder,35238.02,q corrected biomass
2007,sGoSL,Yellowtail flounder,25224.77,q corrected biomass
2008,sGoSL,Yellowtail flounder,27254.62,q corrected biomass
2009,sGoSL,Yellowtail flounder,21102.9,q corrected biomass
1982,sGoSL,Zooplankton (>1000 microns),229298.3265,
1983,sGoSL,Zooplankton (>1000 microns),98056.05223,
1984,sGoSL,Zooplankton (>1000 microns),90772.46516,
1985,sGoSL,Zooplankton (>1000 microns),115845.2407,
1986,sGoSL,Zooplankton (>1000 microns),94550.32211,
1987,sGoSL,Zooplankton (>1000 microns),56839.21944,
1988,sGoSL,Zooplankton (>1000 microns),159661.1202,
1989,sGoSL,Zooplankton (>1000 microns),102690.2201,
1990,sGoSL,Zooplankton (>1000 microns),150573.7778,
1991,sGoSL,Zooplankton (>1000 microns),122580.7718,
1992,sGoSL,Zooplankton (>1000 microns),62440.70339,
1993,sGoSL,Zooplankton (>1000 microns),88195.80909,
1994,sGoSL,Zooplankton (>1000 microns),127070.8481,
1996,sGoSL,Zooplankton (>1000 microns),94418.05609,
1998,sGoSL,Zooplankton (>1000 microns),71596.46897,
1999,sGoSL,Zooplankton (>1000 microns),415243.4674,
2000,sGoSL,Zooplankton (>1000 microns),207007.9554,
2001,sGoSL,Zooplankton (>1000 microns),456436.0412,
2002,sGoSL,Zooplankton (>1000 microns),176743.4527,
2003,sGoSL,Zooplankton (>1000 microns),260080.2147,
2004,sGoSL,Zooplankton (>1000 microns),100025.3359,
2005,sGoSL,Zooplankton (>1000 microns),140578.7438,
1982,sGoSL,Zooplankton (333-1000 microns),47989.53137,
1983,sGoSL,Zooplankton (333-1000 microns),45374.59518,
1984,sGoSL,Zooplankton (333-1000 microns),41098.65567,
1985,sGoSL,Zooplankton (333-1000 microns),37575.48251,
1986,sGoSL,Zooplankton (333-1000 microns),40348.99315,
1987,sGoSL,Zooplankton (333-1000 microns),49012.8365,
1988,sGoSL,Zooplankton (333-1000 microns),71936.93978,
1989,sGoSL,Zooplankton (333-1000 microns),48692.65392,
1990,sGoSL,Zooplankton (333-1000 microns),48109.68988,
1991,sGoSL,Zooplankton (333-1000 microns),37624.2027,
1992,sGoSL,Zooplankton (333-1000 microns),57737.93902,
1993,sGoSL,Zooplankton (333-1000 microns),20789.32193,
1994,sGoSL,Zooplankton (333-1000 microns),52976.43553,
1996,sGoSL,Zooplankton (333-1000 microns),27155.17192,
1998,sGoSL,Zooplankton (333-1000 microns),29317.64714,
1999,sGoSL,Zooplankton (333-1000 microns),97517.80812,
2000,sGoSL,Zooplankton (333-1000 microns),52440.93658,
2001,sGoSL,Zooplankton (333-1000 microns),66975.34016,
2002,sGoSL,Zooplankton (333-1000 microns),13125.75991,
2003,sGoSL,Zooplankton (333-1000 microns),12922.1871,
2004,sGoSL,Zooplankton (333-1000 microns),25987.11615,
2005,sGoSL,Zooplankton (333-1000 microns),39694.9458,
1970,WSS,Alewife,4735.554139,q adj biomass
1971,WSS,Alewife,9056.502537,q adj biomass
1972,WSS,Alewife,7938.399829,q adj biomass
1973,WSS,Alewife,14417.90817,q adj biomass
1974,WSS,Alewife,13072.90547,q adj biomass
1975,WSS,Alewife,5907.608932,q adj biomass
1976,WSS,Alewife,39779.55456,q adj biomass
1977,WSS,Alewife,11796.268,q adj biomass
1978,WSS,Alewife,33809.25798,q adj biomass
1979,WSS,Alewife,59070.23934,q adj biomass
1980,WSS,Alewife,10015.18838,q adj biomass
1981,WSS,Alewife,14267.39105,q adj biomass
1982,WSS,Alewife,5496.321205,q adj biomass
1983,WSS,Alewife,121427.5513,q adj biomass
1984,WSS,Alewife,113611.154,q adj biomass
1985,WSS,Alewife,30166.53485,q adj biomass
1986,WSS,Alewife,73211.64265,q adj biomass
1987,WSS,Alewife,28452.28111,q adj biomass
1988,WSS,Alewife,39428.149,q adj biomass
1989,WSS,Alewife,27365.73202,q adj biomass
1990,WSS,Alewife,31782.30881,q adj biomass
1991,WSS,Alewife,23472.03427,q adj biomass
1992,WSS,Alewife,26484.25538,q adj biomass
1993,WSS,Alewife,6540.476356,q adj biomass
1994,WSS,Alewife,40399.59487,q adj biomass
1995,WSS,Alewife,8629.992346,q adj biomass
1996,WSS,Alewife,18792.29603,q adj biomass
1997,WSS,Alewife,20841.45311,q adj biomass
1998,WSS,Alewife,27324.77928,q adj biomass
1999,WSS,Alewife,40704.22186,q adj biomass
2000,WSS,Alewife,60302.4441,q adj biomass
2001,WSS,Alewife,63973.98718,q adj biomass
2002,WSS,Alewife,13339.77375,q adj biomass
2003,WSS,Alewife,17570.75034,q adj biomass
2004,WSS,Alewife,16146.06162,q adj biomass
2005,WSS,Alewife,24673.98605,q adj biomass
2006,WSS,Alewife,25080.57018,q adj biomass
2007,WSS,Alewife,17678.93532,q adj biomass
2008,WSS,Alewife,83448.65826,q adj biomass
2009,WSS,Alewife,14689.6582,q adj biomass
1971,WSS,American lobster,153.4138268,minimum swept area
1972,WSS,American lobster,875.1684455,minimum swept area
1973,WSS,American lobster,819.3920383,minimum swept area
1974,WSS,American lobster,66.38429744,minimum swept area
1975,WSS,American lobster,390.2339022,minimum swept area
1977,WSS,American lobster,1182.170642,minimum swept area
1978,WSS,American lobster,2359.196451,minimum swept area
1979,WSS,American lobster,1265.307384,minimum swept area
1980,WSS,American lobster,164.2629872,minimum swept area
1981,WSS,American lobster,965.3781606,minimum swept area
1982,WSS,American lobster,593.0135153,minimum swept area
1983,WSS,American lobster,757.2978944,minimum swept area
1984,WSS,American lobster,531.0361191,minimum swept area
1985,WSS,American lobster,698.4270867,minimum swept area
1986,WSS,American lobster,510.9184586,minimum swept area
1987,WSS,American lobster,951.9525455,minimum swept area
1988,WSS,American lobster,862.3321597,minimum swept area
1989,WSS,American lobster,696.778646,minimum swept area
1990,WSS,American lobster,144.8426185,minimum swept area
1992,WSS,American lobster,177.8930613,minimum swept area
1993,WSS,American lobster,369.3176799,minimum swept area
1994,WSS,American lobster,695.4289774,minimum swept area
1995,WSS,American lobster,2516.799647,minimum swept area
1996,WSS,American lobster,2983.512658,minimum swept area
1997,WSS,American lobster,1029.673558,minimum swept area
1998,WSS,American lobster,3183.543062,minimum swept area
1999,WSS,American lobster,3190.977401,minimum swept area
2000,WSS,American lobster,1450.280295,minimum swept area
2001,WSS,American lobster,5414.898617,minimum swept area
2002,WSS,American lobster,4514.021906,minimum swept area
2003,WSS,American lobster,9044.203538,minimum swept area
2004,WSS,American lobster,7730.225324,minimum swept area
2005,WSS,American lobster,6082.862071,minimum swept area
2006,WSS,American lobster,8672.819816,minimum swept area
2007,WSS,American lobster,6604.110632,minimum swept area
2008,WSS,American lobster,5438.367732,minimum swept area
2009,WSS,American lobster,5316.041834,minimum swept area
1970,WSS,American plaice,18934.19296,q adj biomass
1971,WSS,American plaice,9175.160662,q adj biomass
1972,WSS,American plaice,8022.41348,q adj biomass
1973,WSS,American plaice,8149.096788,q adj biomass
1974,WSS,American plaice,17785.29737,q adj biomass
1975,WSS,American plaice,6744.786144,q adj biomass
1976,WSS,American plaice,2685.786179,q adj biomass
1977,WSS,American plaice,3745.431024,q adj biomass
1978,WSS,American plaice,7108.520533,q adj biomass
1979,WSS,American plaice,6098.667279,q adj biomass
1980,WSS,American plaice,10270.6777,q adj biomass
1981,WSS,American plaice,6455.410929,q adj biomass
1982,WSS,American plaice,11604.91677,q adj biomass
1983,WSS,American plaice,8635.926981,q adj biomass
1984,WSS,American plaice,11644.5993,q adj biomass
1985,WSS,American plaice,6389.098658,q adj biomass
1986,WSS,American plaice,9404.738282,q adj biomass
1987,WSS,American plaice,9169.060565,q adj biomass
1988,WSS,American plaice,12898.86263,q adj biomass
1989,WSS,American plaice,9255.259651,q adj biomass
1990,WSS,American plaice,3993.090945,q adj biomass
1991,WSS,American plaice,9600.542753,q adj biomass
1992,WSS,American plaice,13295.17123,q adj biomass
1993,WSS,American plaice,5987.014359,q adj biomass
1994,WSS,American plaice,15630.04062,q adj biomass
1995,WSS,American plaice,11181.85968,q adj biomass
1996,WSS,American plaice,10913.52787,q adj biomass
1997,WSS,American plaice,8309.97815,q adj biomass
1998,WSS,American plaice,8378.669821,q adj biomass
1999,WSS,American plaice,9411.50659,q adj biomass
2000,WSS,American plaice,8582.175036,q adj biomass
2001,WSS,American plaice,5451.809441,q adj biomass
2002,WSS,American plaice,7418.623601,q adj biomass
2003,WSS,American plaice,4399.37308,q adj biomass
2004,WSS,American plaice,4562.912972,q adj biomass
2005,WSS,American plaice,5085.030917,q adj biomass
2006,WSS,American plaice,3041.591671,q adj biomass
2007,WSS,American plaice,8735.751482,q adj biomass
2008,WSS,American plaice,7186.987554,q adj biomass
2009,WSS,American plaice,5105.837964,q adj biomass
1970,WSS,Atlantic argentine,179789.2265,q adj biomass
1971,WSS,Atlantic argentine,158595.743,q adj biomass
1972,WSS,Atlantic argentine,24541.23997,q adj biomass
1973,WSS,Atlantic argentine,39950.06662,q adj biomass
1974,WSS,Atlantic argentine,67229.69408,q adj biomass
1975,WSS,Atlantic argentine,10735.91701,q adj biomass
