Prey \ Predator,Transient Killers,Sperm and Beaked Whales,Resident Killers,Porpoises,Gray Whales,Humpbacks,Fin Whales,Sei whales,Right whales,Minke whales,Sea Otters,N. Fur Seal_Juv,N. Fur Seal,Steller Sea Lion_Juv,Steller Sea Lion,Resident seals,Shearwater,Murres,Kittiwakes,Auklets,Puffins,Fulmars,Storm Petrels,Cormorants,Gulls,Albatross Jaeger,Sleeper shark,Salmon shark,Dogfish,W. Pollock_Juv,W. Pollock,P. Cod_Juv,P. Cod,Herring_Juv,Herring,Arrowtooth_Juv,Arrowtooth,P. Halibut_Juv,P. Halibut,YF. Sole,FH. Sole_Juv,FH. Sole,N. Rock sole,S. Rock sole,AK Plaice,Dover Sole,Rex Sole,Misc. Flatfish,Other skates,Longnose skate,Big skate,Sablefish_Juv,Sablefish,Eelpouts,Grenadiers,Misc. fish deep,POP_Juv,POP,Sharpchin Rock,Northern Rock,Dusky Rock,Shortraker Rock,Rougheye Rock,Shortspine Thorns_Juv,Shortspine Thorns,Other Sebastes,Atka mackerel_Juv,Atka mackerel,Greenlings,Lg. Sculpins,Other sculpins,Misc. fish shallow,Octopi ,Squids,Salmon returning,Salmon outgoing,Bathylagidae,Myctophidae,Capelin,Sandlance,Eulachon,Oth. managed forage,Oth. pelagic smelt,Bairdi,King Crab,Misc. crabs,Pandalidae,NP shrimp,Sea stars,Brittle stars,Urchins dollars cucumbers,Snails,Hermit crabs,Misc. Crustacean,Benthic Amphipods,Anemones,Corals,Hydroids,Urochordata,Sea Pens,Sponges,Bivalves,Polychaetes,Misc. worms ,Scyphozoid Jellies,Fish Larvae,Chaetognaths,Euphausiids,Mysids,Pelagic Amphipods,Gelatinous filter feeders,Pteropods,Copepods,Pelagic microbes,Benthic microbes,Macroalgae,Lg Phytoplankton,Sm Phytoplankton,Discards,Offal,Pelagic Detritus,Benthic Detritus
Mysids,0,0,0,0,0,0.011249089,0.01136158,0.000946798,0.000946798,0.007574384,0,0,0,0,0,0,0,0.001129913,0.000816223,0.009260302,0.000692814,0.000343588,0.003186899,0,8.96E-05,0,0,0,0.001593813,0.01002112,0.023800396,0.177837507,0.000457783,0,0,0.000102148,0.000553048,0.01183142,3.79E-07,0,0.344818896,0.008265497,0.000327637,0,2.14E-05,0,0.00010755,0,5.7281E-05,0,0.009500002,0,0.001221054,8.429E-05,0,0,0,0.004326997,0,0,0.004586527,0.00074449,3.35E-06,0.142233083,0.060063948,0,0,0,0.043267593,0.076020737,0.003085179,0.001551943,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelagic Amphipods,0,0,0,0,0,0.030717036,0.031024211,0.002585351,0.002585351,0.0206828,0,0,0,0,0,0,0,0.003085365,0.002228798,0.025286407,0.001891814,0.000938208,0.008702229,0,0.00024475,0,0,0,0.004352106,0.002860978,0.005166951,6.18E-05,3.75E-05,0,0.000421431,1.40E-06,1.54E-05,0,1.76E-05,0,0,0,4.67E-05,0.015669142,1.25E-05,0,0,0,0,0,0,0.003371006,0.01137973,0.001079522,0,0,0.003408606,0.009698977,0,0,0,8.63E-05,3.92E-08,0,0,0,0,1.39E-05,0.000724533,0.045672088,0.00828598,0,0,0.14,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelatinous filter feeders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022600001,0.035139201,0.05522849,0,0.000364045,0,0,0,2.91E-08,0,1.50E-06,0,0,0,0,0,3.96E-05,0,0,0,0,0,0,0,0.125001703,0,0,0,0,0,0,0,0.112799494,0,0,0,0.000266819,0,0,0.021781277,0,0.024798619,0,0.929691098,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pteropods,0,0,0,0,0,0.016668998,0.016835691,0.001402974,0.001402974,0.01122379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002361727,1.93E-05,0.001610199,0,2.33E-06,0,0,0.000183061,1.46E-06,0,0,0,0,0,0.001899569,0,1.35E-07,0,2.86E-05,0,0,0,0,0.217896598,0.000158039,0,0,0,0,0.000347037,0.044449587,0,0,0,0,0,0.001357859,0,0,0.006991947,0,4.25E-05,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copepods,0,0,0,0,0,0.004950494,0.200000007,0.799999994,0.949999993,0.02,0,0,0,0,0,0,0.008871705,0.056949573,0.041139098,0.466735737,0.034919041,0.01731742,0.160625465,0.013033598,0.00451759,0,0,0,0.080331032,0.26375761,0.053584901,3.02E-05,0.000120364,0.1214459,0.04250331,9.46E-06,8.08E-05,0,0,0.000382044,0.004862948,0,1.31E-05,5.28E-05,7.81E-06,0,0.016824281,0,0,0,0,0.082421849,1.43E-06,0,0,0,0.000827877,0.109219804,0.409397169,0.045373159,0.002252488,0,0,0.00247015,0,0.36673758,0.1,0.114361686,0,2.77E-05,0.018655752,0.002844756,0,0.2,0.2,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0
Pelagic microbes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142786,0,0,0,0,0,0,0,0,0.00065419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.5,0,0,0,0,0,0,0,0,0
Benthic microbes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macroalgae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13E-07,0,0,0,7.44E-08,0,3.38E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lg Phytoplankton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0,0,0,0,0,0,0,0,0
Sm Phytoplankton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.25,0.7,0,0,0,0,0,0,0,0
Discards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010989008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.004,8.70E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Offal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122700021,0,0,0,0.000769217,0,0.031881107,0,0,0,0.001531842,0,0.02548249,0,0,8.51E-05,0,0,8.56E-06,0,0,0,0,0,0,0,0.052410131,0.00062444,0,0,0,0.005360927,0,0,0,0,0,0,0.000405975,0,0,0,0,0.008015925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.004,7.60E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelagic Detritus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0
Benthic Detritus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027289527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010664558,0,0.01316667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.249999782,0.4,0.4,0,0.9,0.75,0.2,0.25,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
